"No.","Date","Genre","Bibl","Hit"
"101","1985-07-05","Zeitung","Die Zeit, 05.07.1985","Andere Regierungen sollen zu ähnlichen Schritten ""ermutigt"", wohl eher: genötigt werden - die Amerikaner bedrohen jene Nationen, deren Fluggesellschaften dem Boykott nicht folgen wollen, ebenfalls mit dem Entzug der Landerechte."
"102","1989-12-15","Zeitung","Die Zeit, 15.12.1989","Die fast völlige Ausrottung der Indianer wie die Unterdrückung der Schwarzen hält er den Amerikanern genauso vor wie ihren fast manischen Hang zur Gewalttätigkeit, die erschreckende Unbildung großer Teile des Bürgertums und gleichzeitig den Hochmut, mit dem diese Nation dem Rest der Welt gegenübertritt."
"103","1982-03-12","Zeitung","Die Zeit, 12.03.1982","Nun fühlten sich die Bastler der Nation aufgerufen, den Trick herauszufinden."
"104","1988-07-15","Zeitung","Die Zeit, 15.07.1988","Kapitän Schuster läßt uns wissen, daß Gäste aus fünf Nationen an Bord sind."
"105","1982-08-20","Zeitung","Die Zeit, 20.08.1982","""Eine Nation, die nicht frei ist, ist mit sich selbst im Krieg."
"106","1979-03-30","Zeitung","Die Zeit, 30.03.1979","Der Kernsatz in seiner ernüchternden Botschaft über den Zustand der Nation lautete:"
"107","1975-09-26","Zeitung","Die Zeit, 26.09.1975","Ein zweites Mal wird Paris einer ähnlichen Erpressung nicht nachgeben können - auch wenn diesmal noch die ganze Nation einmütig Beifall klatschte."
"108","1986-01-03","Zeitung","Die Zeit, 03.01.1986","Ende September verkündete dann der peruanische Präsident Alan Garcia vor den Vereinten Nationen sein Rezept."
"109","1985-04-26","Zeitung","Die Zeit, 26.04.1985","Eben erst beginnt sich die Nation unter Reagan von dieser Schmach zu erholen, und schon werden Dolchstoßlegenden geschmiedet."
"110","1977-10-07","Zeitung","Die Zeit, 07.10.1977","Die Grundrechtskataloge der Vereinten Nationen seien von Regierungen allzuoft mißbraucht worden."
"111","1978-11-10","Zeitung","Die Zeit, 10.11.1978","Der Staat war für sie das Instrument einer fremden Macht, einer Besatzungsmacht; verkörperte nicht die Nation, sondern den Feind der Nation."
"112","1973-01-19","Zeitung","Die Zeit, 19.01.1973","Nation sei ""das von sich selbst wissende Volk""; gleichzeitig aber warnte er vor einem engstirnigen Festhalten an der Nation als dem Höchsten und Letzten, wenn es die Möglichkeit gäbe, in einer mehreren Völkern übergeordneten Völkergemeinschaft zu leben."
"113","1972-06-09","Zeitung","Die Zeit, 09.06.1972","Die Hoffnung, daß unsere Art noch einige Jahrzehnte oder gar Jahrhunderte lang erhalten bleibt, wird um vieles berechtigter sein als bisher, wenn - eine drastische Eindämmung des Bevölkerungswachstums vorausgesetzt - die Vereinten Nationen in Stockholm nur elf der 188 Empfehlungen akzeptieren würden, freilich eine Auswahl-Elf aus dem umfangreichen ""Action Plan for the Human Environment""."
"114","1977-07-01","Zeitung","Die Zeit, 01.07.1977","Sie verwerfen vor allem die wirtschaftlich unsinnige totale Separation, die sofort das spanische Militär auf den Plan rufen würde; die ""Einheit der Nation"" gehört zu den Zusagen, die das Offizierskorps für seine politische Neutralität verlangt hat."
"115","1979-06-08","Zeitung","Die Zeit, 08.06.1979","Jene drei Jahre zwischen Zusammenbruch und Währungsreform, in denen die Nation auf der Strafbank der Geschichte saß, erscheinen im Rückblick als eine äußerst kurze Frist, aber ihre traumatische Nachwirkung ist noch immer spürbar."
